traffic_report_id,published_date,issue_reported,latitude,longitude,address,traffic_report_status,hour
16D019226888EB13A33C853802B1AA72DF6C7AC1_1717298013,2024-06-02 03:13:33+00:00,Traffic Hazard,30.443688,-97.742647,6101-6217 Mc Neil Dr,ARCHIVED,3
99E8211A93F176BB670C12FB301CEBB68B0F01FA_1717298283,2024-06-02 03:18:03+00:00,TRFC HAZD/ DEBRIS,30.443813,-97.742673,6100-6212 Mc Neil Dr,ARCHIVED,3
568138FB951D9F68253812AF0F47CBACC3A79C42_1717299435,2024-06-02 03:37:15+00:00,Crash Urgent,30.283275,-97.684206,4605 Kitty Ave,ARCHIVED,3
2FDD02F8F1222AC5B66EC221C8FF66D62695B11C_1717299716,2024-06-02 03:41:56+00:00,Traffic Hazard,30.357402,-97.68784,9200-9299 N Ih 35 Svrd Nb,ARCHIVED,3
DECCC3D8F76C21F127E400870F9E1ED609090401_1717300494,2024-06-02 03:54:54+00:00,Crash Urgent,30.343361,-97.704112,220 E Anderson Ln Svrd Wb,ARCHIVED,3
337B1B291A6DDA67D019670D8D59D7AD727ECB51_1717300767,2024-06-02 03:59:27+00:00,Crash Urgent,30.268861,-97.739831,710 San Jacinto Blvd,ARCHIVED,3
CBF641003962D3B22EA5AEB9164C4CFF46A13515_1717301281,2024-06-02 04:08:01+00:00,Crash Urgent,30.310843,-97.732976,GUADALUPE ST / W 45TH ST,ARCHIVED,4
4DD7E5DD0410798A96A8F2E380DFE07581D5174B_1717302691,2024-06-02 04:31:31+00:00,TRFC HAZD/ DEBRIS,30.233336,-97.918068,8800-blk W Us 290 Hwy,ARCHIVED,4
7ECD2E69C8A5E0D0670355F80EFE3EEC80A98DF7_1717303640,2024-06-02 04:47:20+00:00,COLLISION,30.078877,-97.640687,Doyle Overton Rd / Eilers Rd,ARCHIVED,4
69E356FC5B897FF52301D1A4D870E2862A05C244_1717304576,2024-06-02 05:02:56+00:00,Crash Service,30.373724,-97.66904,E Braker Ln / Tom Adams Dr,ARCHIVED,5
A79F61DFADC4E107223F28D9031FAE66C437132D_1717306105,2024-06-02 05:28:25+00:00,Crash Urgent,30.264087,-97.756187,100-319 Lee Barton Dr,ARCHIVED,5
B4E92E6FA003D2517E5BA33BF41DDCA75983E27C_1717306687,2024-06-02 05:38:07+00:00,Crash Service,30.354251,-97.681379,9410 Teasdale Ter,ARCHIVED,5
69CA7DFC8CEDA460F74502B95B23694A29725292_1717307111,2024-06-02 05:45:11+00:00,Crash Urgent,30.213339,-97.721143,2500-5623 E BEN WHITE BLVD EB,ARCHIVED,5
7CA75397B68A24DA4137B948DD5D41C538343172_1717308071,2024-06-02 06:01:11+00:00,Crash Service,30.327378,-97.691375,7247 Cameron Rd,ARCHIVED,6
80D5B2A867B21E37CD472071370518DF40FA4F01_1717308168,2024-06-02 06:02:48+00:00,Crash Service,30.325877,-97.688504,1521 Reagan Hill Dr,ARCHIVED,6
560435953B9808841DF0571AC6680B33A1067449_1717308742,2024-06-02 06:12:22+00:00,Crash Urgent,30.16265,-97.829418,10801 Old Manchaca Rd,ARCHIVED,6
C41882F67AA8B3FFB5D98F51F530E7A189C779CE_1717308867,2024-06-02 06:14:27+00:00,Crash Urgent,30.164145,-97.830026,Menchaca Rd / Old Manchaca Rd,ARCHIVED,6
F4297B5AE1CDCE836E052E17E71315F034F39775_1717309071,2024-06-02 06:17:51+00:00,Crash Service,30.223383,-97.762593,3909 S Congress Ave,ARCHIVED,6
DB5C7A38682220A648B9DA7964B252D846B03084_1717309197,2024-06-02 06:19:57+00:00,Traffic Hazard,30.408074,-97.675011,12600 N Ih 35 Svrd Sb To Parmer Ln Eb,ARCHIVED,6
7D5067934C8A2B1555869FB30AAC52562CCD6BD1_1717309323,2024-06-02 06:22:03+00:00,Traffic Hazard,30.332188,-97.686528,E Anderson Ln Svrd Eb / Cameron Rd,ARCHIVED,6
F5B2CF7F714E8990F6224B8906CCD1CE96FC0A0E_1717310637,2024-06-02 06:43:57+00:00,COLLISN/ LVNG SCN,30.456023,-97.659952,16100-16317 CENTRAL COMMERCE DR,ARCHIVED,6
2F25DF3260BA7F6F5DC9556417C6FCE5FCA5C90B_1717311221,2024-06-02 06:53:41+00:00,Crash Urgent,30.262517,-97.729079,413 Navasota St,ARCHIVED,6
E67EA1C73229B4FEC8AEB04BA02D8BA092E4569D_1717312433,2024-06-02 07:13:53+00:00,Crash Urgent,30.354776,-97.715328,8200 Research Blvd Svrd Sb,ARCHIVED,7
1AD6ED936CCF88EEDCFFBB7AC382AA5A4FE342AE_1717312931,2024-06-02 07:22:11+00:00,Crash Urgent,30.247931,-97.735551,1201-1215 E Riverside Dr,ARCHIVED,7
DD40A5745BA5FA58747218174EF201473AEC7541_1717313514,2024-06-02 07:31:54+00:00,COLLISN/ LVNG SCN,30.232757,-97.812799,4300-blk ERNEST ROBLES WAY,ARCHIVED,7
94C7E8B8DA75D775E4619F76CAE2085343847843_1717313755,2024-06-02 07:35:55+00:00,COLLISION,30.453384,-97.665679,15700-15827 N IH 35 SVRD NB,ARCHIVED,7
94C7E8B8DA75D775E4619F76CAE2085343847843_1717314092,2024-06-02 07:41:32+00:00,COLLISION,30.453384,-97.665679,15700-15827 N IH 35 SVRD NB,ARCHIVED,7
0C625939CBE82C0DA99CB0B59ACE05648B97290D_1717314418,2024-06-02 07:46:58+00:00,Traffic Hazard,30.408844,-97.714905,12000-blk N Mopac Expy Sb,ARCHIVED,7
DAE5FD66A9257B4F6461079F24D43322E5D86662_1717314874,2024-06-02 07:54:34+00:00,Crash Service,30.240193,-97.727072,Burton Dr / E Riverside Dr,ARCHIVED,7
752500DA7E91A2ED173B243E9F7EE0C43EB25038_1717316086,2024-06-02 08:14:46+00:00,COLLISION,30.253971,-97.605007,Fm 969 Rd / N Sh 130 Svrd Sb,ARCHIVED,8
8D507A70979AEFB79DB859B2D8CDEA86C19EE151_1717319938,2024-06-02 09:18:58+00:00,Crash Urgent,30.294803,-97.662766,5300-6301 183 Toll Nb,ARCHIVED,9
77DA394B0E2560ECA0E20487E7441C5BFB5770BC_1717320589,2024-06-02 09:29:49+00:00,Crash Urgent,30.221008,-97.674158,1600 E Sh 71 Eb,ARCHIVED,9
F4297B5AE1CDCE836E052E17E71315F034F39775_1717324069,2024-06-02 10:27:49+00:00,COLLISION,30.524217,-97.447998,Fm 973 / Samsung Hwy,ARCHIVED,10
54D3F3517C8183E9317C62F6C01455D00160E63F_1717324304,2024-06-02 10:31:44+00:00,Traffic Hazard,30.369351,-97.861414,4207 River Place Blvd,ARCHIVED,10
87FC57A9E4B4B7CFED49FDE83E1B3D5138966A4F_1717325591,2024-06-02 10:53:11+00:00,Traffic Hazard,30.310452,-97.673551,Northeast Dr / Arnold Dr,ARCHIVED,10
50796C51AC2A96A54D8F1B0E65EA7D2B2D8346F5_1717326107,2024-06-02 11:01:47+00:00,TRFC HAZD/ DEBRIS,30.186209,-97.609509,4500-4542 E SH 71 EB,ARCHIVED,11
18DD9438519462132A38EF68B7313ADCDFB16CA5_1717326727,2024-06-02 11:12:07+00:00,Crash Urgent,30.363067,-97.697058,W Rundberg Ln / N Lamar Blvd,ARCHIVED,11
9AF463166FE8B26437541D9629EB84E60089A395_1717326962,2024-06-02 11:16:02+00:00,TRFC HAZD/ DEBRIS,30.349397,-97.538529,E Us 290 Hwy Wb / N Fm 973 Rd,ARCHIVED,11
871C239CCC397E937272817BA4B58F48AF0BC3BC_1717329214,2024-06-02 11:53:34+00:00,Traffic Hazard,30.285649,-97.665425,E Martin Luther King Jr Blvd / Fm 969 Rd,ARCHIVED,11
ADABAF1DC5B7F34B10D06F9F8D60E7204053A7C1_1717329465,2024-06-02 11:57:45+00:00,Stalled Vehicle,30.332808,-97.686101,E Anderson Ln Svrd Wb / Cameron Rd,ARCHIVED,11
00DC35710D10349FA58F9D679882587A0D70C16A_1717332077,2024-06-02 12:41:17+00:00,Traffic Hazard,30.186565,-97.780986,S Congress Ave / Meadow Lea Dr,ARCHIVED,12
4DA81066745689FC22FB717C0C6A7EDD96ED0FFB_1717332081,2024-06-02 12:41:21+00:00,COLLISION,30.100291,-97.638145,14510 HOKANSON RD,ARCHIVED,12
A2DAE302A48D5CBE257B8DB4C150CF14C602A71B_1717332144,2024-06-02 12:42:24+00:00,Traffic Hazard,30.155465,-97.790475,10000-10017 S Ih 35 Svrd Nb,ARCHIVED,12
7DFF5635BAC02F55BBF2B802C7C72FBB229B548B_1717332554,2024-06-02 12:49:14+00:00,Traffic Hazard,30.329728,-97.697151,7202 Providence Ave,ARCHIVED,12
02161A52F79B14CA0632CEFCB8CD025C2DE5ED0C_1717334104,2024-06-02 13:15:04+00:00,Traffic Hazard,30.341323,-97.769631,Fm 2222 Rd / Mesa Dr,ARCHIVED,13
9B81AB8B62E90FA70A75B819D6F773CC281D6F75_1717334161,2024-06-02 13:16:01+00:00,Traffic Hazard,30.364679,-97.714781,8911 Briardale Dr,ARCHIVED,13
28242F1D302696F577218BB85FBAAFECA44761A7_1717334416,2024-06-02 13:20:16+00:00,TRFC HAZD/ DEBRIS,30.455985,-97.666964,N Ih 35 Svrd Sb / Grand Avenue Pkwy,ARCHIVED,13
2F25DF3260BA7F6F5DC9556417C6FCE5FCA5C90B_1717334451,2024-06-02 13:20:51+00:00,COLLISION/PRIVATE PROPERTY,30.408119,-97.400823,17402 Lund Carlson Rd,ARCHIVED,13
3C5888626CA6876E25780E9B00396BDF5E4AAB6A_1717338503,2024-06-02 14:28:23+00:00,LOOSE LIVESTOCK,30.030523,-97.674465,CAMINO REAL / FM 1854,ARCHIVED,14
9A26E063AC0BCDB37D2BA7FADE8200898A9380E3_1717339590,2024-06-02 14:46:30+00:00,TRFC HAZD/ DEBRIS,30.352647,-97.911359,600-934 N QUINLAN PARK RD,ARCHIVED,14
780E202B137A715C8D1B159E4E1540323203CDD8_1717340338,2024-06-02 14:58:58+00:00,Crash Service,30.302705,-97.659151,5500-5626 Loyola Ln,ARCHIVED,14
857ECF12DB62610ED1C51F0921CB6AC73F049693_1717340639,2024-06-02 15:03:59+00:00,TRFC HAZD/ DEBRIS,30.028206,-97.686474,16705-17299 Camino Real,ARCHIVED,15
0C625939CBE82C0DA99CB0B59ACE05648B97290D_1717341053,2024-06-02 15:10:53+00:00,COLLISION,30.172391,-97.629441,PEARCE LN / ROSS RD,ARCHIVED,15
36493DD0B6193D22B5B7E59C6D30E9137AA7009E_1717341206,2024-06-02 15:13:26+00:00,COLLISION/PRIVATE PROPERTY,30.328556,-97.926821,1601 S QUINLAN PARK RD,ARCHIVED,15
EAEBB5DB2B93D9B0E80FF737B2983A774CDED173_1717341510,2024-06-02 15:18:30+00:00,Traffic Hazard,30.311215,-97.675189,Northeast Dr / Betty Cook Dr,ARCHIVED,15
056C6297A013D577FC9E3B677EF8389323981269_1717342800,2024-06-02 15:40:00+00:00,Crash Service,30.37121,-97.709449,9501 Mountain Quail Rd,ARCHIVED,15
0864A91883AB86909614F36A588EE81376A25C45_1717345729,2024-06-02 16:28:49+00:00,Traffic Hazard,30.309093,-97.671024,Northeast Dr / Jack Cook Dr,ARCHIVED,16
5A6F06DB0BD8A8C95C41E825DF3DE1588C7569ED_1717345849,2024-06-02 16:30:49+00:00,Crash Service,30.374236,-97.726847,9061 Research Blvd Svrd Nb,ARCHIVED,16
70A1FEB7907EB7F1D49939E991BE2FD1E3ED086A_1717346338,2024-06-02 16:38:58+00:00,Crash Urgent,30.175118,-97.780578,8200 S Ih 35 Nb,ARCHIVED,16
6DBB169C06C09B479392E3A636171E8714B46023_1717346704,2024-06-02 16:45:04+00:00,Traffic Hazard,30.429736,-97.697195,2501-3141 Scofield Ridge Pkwy,ARCHIVED,16
D38D6B33E339A65214B43F52FC74BF2319B39101_1717346848,2024-06-02 16:47:28+00:00,Crash Urgent,30.238328,-97.904363,Fenton Dr / Roaring Springs Dr,ARCHIVED,16
E6477EA575D0D5B1239E1E482793FB1BBF19CC19_1717346928,2024-06-02 16:48:48+00:00,Crash Urgent,30.295429,-97.742817,Guadalupe St / W 29th St,ARCHIVED,16
CE7DD1F443C6AE6EBF3D40034D6EFF3F01AEF47C_1717347112,2024-06-02 16:51:52+00:00,Traffic Hazard,30.252977,-97.724742,2003 Holly St,ARCHIVED,16
731505E34829883E122EED58FCA8260CAF53AB98_1717347713,2024-06-02 17:01:53+00:00,Traffic Hazard,30.209416,-97.755401,4600 S Ih 35 Nb,ARCHIVED,17
539E322A4F4CC65780CE1E183AD98299538EC22C_1717348491,2024-06-02 17:14:51+00:00,Traffic Hazard,30.377099,-97.676143,10900-11500 N Ih 35 Sb,ARCHIVED,17
4E999D40954C92BF50A6B99FA69B04A76E9F55C3_1717348552,2024-06-02 17:15:52+00:00,Traffic Hazard,30.26086,-97.758459,S Lamar Blvd / Barton Springs Rd,ARCHIVED,17
3B987A82043F7DF95B5784095B5CE3BB870DC709_1717348683,2024-06-02 17:18:03+00:00,Traffic Hazard,30.16705,-97.784764,100-114 E Slaughter Ln,ARCHIVED,17
7167E28632050B446EDAC59DFF38370194317B4A_1717349865,2024-06-02 17:37:45+00:00,Crash Urgent,30.213817,-97.72824,3500-3628 Chapman Ln,ARCHIVED,17
E07ACF4315BE47D08D88A52B735AA29FF7236F9F_1717349927,2024-06-02 17:38:47+00:00,TRFC HAZD/ DEBRIS,30.351232,-97.48341,15000-15316 E Us 290 Hwy Wb,ARCHIVED,17
D1979B936C2CD632C16030D3129A53A175EBA857_1717350309,2024-06-02 17:45:09+00:00,Crash Urgent,30.148468,-97.854901,FRATE BARKER RD / BRODIE LN,ARCHIVED,17
2CB5C7948AF5BE8AF307030523EEFD7CDB00E8CB_1717350723,2024-06-02 17:52:03+00:00,Crash Service,30.37661,-97.674902,821 E Braker Ln,ARCHIVED,17
E3B16A64D7DF0C49D0CB1325FCEDFE64B216D786_1717351132,2024-06-02 17:58:52+00:00,Crash Service,30.367714,-97.727735,8600 Burnet Rd,ARCHIVED,17
8B62E9BF889637023EC40BDA71AD6F24EE443C1A_1717351208,2024-06-02 18:00:08+00:00,Traffic Hazard,30.377196,-97.676086,11200 N Ih 35 Sb,ARCHIVED,18
BA0B087E84A54FD1CAD7C38A91695633A0C0A859_1717352138,2024-06-02 18:15:38+00:00,Crash Urgent,30.26407,-97.746944,Lavaca St / W Cesar Chavez St,ARCHIVED,18
0A24D3CB30F8C1B8F9ED74664BEAFD46ECCD055D_1717353018,2024-06-02 18:30:18+00:00,TRFC HAZD/ DEBRIS,30.313081,-97.881439,FM 2244 RD / PATTERSON RD,ARCHIVED,18
6218F62A61B714312749174DAEACD7BA347271F0_1717353442,2024-06-02 18:37:22+00:00,Traffic Hazard,30.264758,-97.735105,400 N Ih 35 Sb,ARCHIVED,18
32F1273225AB705A7DEDED07409CFC5820F25345_1717354282,2024-06-02 18:51:22+00:00,Crash Urgent,30.357947,-97.687472,800 E Rundberg Ln,ARCHIVED,18
DF1FA50C9F190117BEC623D72ED64F655EA0360F_1717354832,2024-06-02 19:00:32+00:00,TRFC HAZD/ DEBRIS,30.233583,-97.818332,W Us 290 Hwy Svrd Wb / Brodie Ln,ARCHIVED,19
3154011F0FA752A480FC66220BF9C9BF1336A932_1717355197,2024-06-02 19:06:37+00:00,Traffic Hazard,30.215196,-97.699351,7117-7200 E Ben White Blvd Svrd Eb,ARCHIVED,19
E6058169CBE1692B9BF9E73BE49D2B873BEA58CB_1717355502,2024-06-02 19:11:42+00:00,TRFC HAZD/ DEBRIS,30.308066,-97.893255,FM 2244 RD / CREEKS EDGE PKWY,ARCHIVED,19
5BF575DEDE587691D854C1B985EFF29701C35FCA_1717355668,2024-06-02 19:14:28+00:00,Stalled Vehicle,30.294791,-97.721163,1000 E 38TH ST,ARCHIVED,19
DB5987452717E2FFEF845AB2D6C329551294A18B_1717356005,2024-06-02 19:20:05+00:00,Crash Service,30.254392,-97.716751,2500 E Cesar Chavez St,ARCHIVED,19
4E21B680CC0AAD7B3AE6B2DF22F941E3081BC0B9_1717356616,2024-06-02 19:30:16+00:00,Traffic Hazard,30.268903,-97.777543,Rollingwood Dr / S Mopac Expy Svrd Sb,ARCHIVED,19
E6E50CC4CC91E09DEDDF941F21B397FCE5ED58BD_1717357404,2024-06-02 19:43:24+00:00,Crash Urgent,30.265993,-97.753524,W Cesar Chavez St / Walter Seaholm Dr,ARCHIVED,19
B369414C7CF027CAD9F6D8D9681B1B123DB8477F_1717357488,2024-06-02 19:44:48+00:00,Crash Urgent,30.265993,-97.753524,Walter Seaholm Dr / W Cesar Chavez St,ARCHIVED,19
01EE94B8B3AC84ACBD3A5B852ED4B18846E304CD_1717357841,2024-06-02 19:50:41+00:00,TRFC HAZD/ DEBRIS,30.022899,-97.707923,15557-15656 CAMINO REAL,ARCHIVED,19
18C103DF09F1053DC5221AA29DC2D0FE8B19ED6D_1717358361,2024-06-02 19:59:21+00:00,Crash Service,30.13795,-97.797019,0 E FM 1626 EB TO IH 35 SB RAMP,ARCHIVED,19
57F65C30B490154C57284B8041B201206D440751_1717358457,2024-06-02 20:00:57+00:00,Traffic Hazard,30.252874,-97.724442,2007 Holly St,ARCHIVED,20
8CC3C1DF10AF3703F8D99BE09290114EF658B116_1717358887,2024-06-02 20:08:07+00:00,Crash Urgent,30.240222,-97.726945,2100-2222 E Riverside Dr,ARCHIVED,20
A5FC08549D47B5A635669EDD2F2022C5D48CDEE7_1717359115,2024-06-02 20:11:55+00:00,Traffic Hazard,30.280626,-97.666685,4200-4501 183 Toll Nb,ARCHIVED,20
E9CD53DDAF92AE319B97BE468E175CEF0D6198E1_1717359168,2024-06-02 20:12:48+00:00,Traffic Hazard,30.25062,-97.774808,2100 Bluebonnet Ln,ARCHIVED,20
A2B25FC79F974018341C45A6C06310D933F44E62_1717359289,2024-06-02 20:14:49+00:00,Traffic Hazard,30.273556,-97.697907,Oak Springs Dr / Airport Blvd,ARCHIVED,20
2972171F9CF6653AA953426952B5FFD2535D14A3_1717359682,2024-06-02 20:21:22+00:00,TRFC HAZD/ DEBRIS,30.153026,-97.767132,9200-9509 Bluff Springs Rd,ARCHIVED,20
D45A61D1E1A7032E2B2B123B1A39A1E86091C07F_1717360709,2024-06-02 20:38:29+00:00,COLLISION,30.463853,-97.66881,16300-blk N IH 35 SB,ARCHIVED,20
2E2F7B99FBABB51EC37D8F54B164F309B2A6FC36_1717360823,2024-06-02 20:40:23+00:00,Crash Service,30.356334,-97.750907,7201 Wood Hollow Dr,ARCHIVED,20
BE80DC70441C58446A64B2F526F2770EE63F00C5_1717361205,2024-06-02 20:46:45+00:00,LOOSE LIVESTOCK,30.269236,-97.566324,7001-7621 NEZ PERCE TRCE,ARCHIVED,20
5410535EBA45BDD70048C12AE294F3CAEDDBE6CA_1717361440,2024-06-02 20:50:40+00:00,Traffic Hazard,30.226185,-97.769672,W Ben White Blvd Svrd Eb / S 1st St,ARCHIVED,20
21CB2D42D2E92D6DF6A0CE53A8E5C8884F893B07_1717361653,2024-06-02 20:54:13+00:00,TRFC HAZD/ DEBRIS,30.497248,-97.983656,21901-21935 Fm 1431 Rd,ARCHIVED,20
EEEA8C6D5510BE2A8FC4D34A4E6C0D7BB69407F9_1717363522,2024-06-02 21:25:22+00:00,COLLISN/ LVNG SCN,30.354197,-97.595665,7900-7920 E Parmer Ln,ARCHIVED,21
9BDA887D240782244C93A03F3CF7F2727C71DAF5_1717363888,2024-06-02 21:31:28+00:00,Crash Urgent,30.434641,-97.768641,7311-7423 Mc Neil Dr,ARCHIVED,21
8D4F80DF0D37819CDE3E3D2BB9982D111EBAC97C_1717363957,2024-06-02 21:32:37+00:00,Crash Urgent,30.102339,-97.811579,13400-13915 S Ih 35 Nb,ARCHIVED,21
27B37CBCD1DA7B04F8F78C990FE964C5804E0506_1717364210,2024-06-02 21:36:50+00:00,Crash Urgent,30.271753,-97.681495,1100-1139 Lott Ave,ARCHIVED,21
9AE17B153A32567D1646CAA8C4010174C30AC349_1717364548,2024-06-02 21:42:28+00:00,Crash Urgent,30.37729,-97.658778,Shropshire Blvd / E Braker Ln,ARCHIVED,21
04B69E5006D308A60F286C6D87138324D3C745C6_1717365230,2024-06-02 21:53:50+00:00,Traffic Hazard,30.299379,-97.736399,3400-3415 Home Ln,ARCHIVED,21
259FE583DDD64DF1EFA6B2CBF7A1AFAE427CFA5D_1717365354,2024-06-02 21:55:54+00:00,Traffic Hazard,30.299679,-97.7164,4200 N Ih 35 Upper Deck Nb,ARCHIVED,21
E83F7664870C1105727DD99353D0BFA01B2450B5_1717365975,2024-06-02 22:06:15+00:00,Crash Service,30.26768,-97.741443,201 E 6th St,ARCHIVED,22
54164C3DB2C5171B138C809D3CBE7A6637C31CBF_1717366357,2024-06-02 22:12:37+00:00,Traffic Hazard,30.330449,-97.586001,11014 N Sh 130 Sb,ARCHIVED,22
4B3DD95E69E77EFEAA3844FD6F6F6FFC5C3BD3F1_1717366628,2024-06-02 22:17:08+00:00,Crash Service,30.165489,-97.789515,9300 S Ih 35 Svrd Sb,ARCHIVED,22
BE69557045E8D95F6C5BC62BEA729B2E4BC50A7C_1717366996,2024-06-02 22:23:16+00:00,Traffic Hazard,30.239792,-97.816747,4500-4849 S MOPAC EXPY NB,ARCHIVED,22
4080612570BE15E797C5DAE4449E556F77FAA2FA_1717367824,2024-06-02 22:37:04+00:00,Crash Urgent,30.185877,-97.816338,Davis Ln / Menchaca Rd,ARCHIVED,22
736CCA45634B541786A2049311BC717ECBD88D60_1717367856,2024-06-02 22:37:36+00:00,Traffic Hazard,30.265834,-97.782051,851-939 S Mopac Expy Nb,ARCHIVED,22
A6FB51F36210FA55A23ACA9E4C8C3F346506A42A_1717367896,2024-06-02 22:38:16+00:00,COLLISION,30.439609,-97.670445,14730 N Ih 35 Svrd Sb,ARCHIVED,22
7DFF5635BAC02F55BBF2B802C7C72FBB229B548B_1717368156,2024-06-02 22:42:36+00:00,COLLISION WITH INJURY,30.460273,-97.489322,20812 CAMERON RD,ARCHIVED,22
720280228D832CA4D96E5FD013BDDB398998D000_1717368160,2024-06-02 22:42:40+00:00,Crash Urgent,30.173466,-97.781676,8300 S Ih 35 Nb,ARCHIVED,22
4B7AF5BD2D1026517F203F379E660FE2337A3E33_1717369637,2024-06-02 23:07:17+00:00,Crash Urgent,30.221099,-97.731736,3100-3111 S Pleasant Valley Rd,ARCHIVED,23
7C7B84EEAEC18233E982D101637AB2A4033C6FB0_1717370375,2024-06-02 23:19:35+00:00,Crash Service,30.363249,-97.696957,9400-9515 N Lamar Blvd,ARCHIVED,23
76FBDD2B2EA23E13A5B1DBCF7900B3D92134F3A1_1717370685,2024-06-02 23:24:45+00:00,Traffic Hazard,30.398292,-97.719387,Esperanza Xing / Burnet Rd,ARCHIVED,23
49DD744FF126341803FBB56A028DC0177C24F979_1717372064,2024-06-02 23:47:44+00:00,AUTO/ PED,30.325335,-97.606033,9900 Decker Ln,ARCHIVED,23
CC6F6EDE7B271915DBA0F43119E441804A648724_1717373151,2024-06-03 00:05:51+00:00,Crash Urgent,30.341861,-97.692745,1000-1015 Rutherford Ln,ARCHIVED,0
DF8DF54B701DD50F5DA8FE5C2A2596EFE84A7B05_1717373921,2024-06-03 00:18:41+00:00,COLLISN/ LVNG SCN,30.288194,-97.576591,Fm 973 Rd To N Sh 130 Sb Ramp / N Fm 973 Rd,ARCHIVED,0
5070BE49E5B2AEE2297A3F986768A4AA0E7B1442_1717374712,2024-06-03 00:31:52+00:00,COLLISN/ LVNG SCN,30.280253,-97.610046,Blue Bluff Rd / Decker Lake Rd,ARCHIVED,0
E2FE2412EE50468A9D4867976FF86FD792AE55EE_1717374908,2024-06-03 00:35:08+00:00,COLLISION WITH INJURY,30.125742,-97.811861,12404 OLD SAN ANTONIO RD,ARCHIVED,0
550A4541143D7B239B2641C0000905CA6ADB9994_1717374921,2024-06-03 00:35:21+00:00,COLLISION,30.452049,-97.670417,Pamela Dr / Scarlet St,ARCHIVED,0
51DA62A4D7C1AFEF718CCC35F07551F2BB3879F2_1717375512,2024-06-03 00:45:12+00:00,Traffic Hazard,30.28973,-97.664826,5000-5200 ED BLUESTEIN BLVD SVRD SB,ARCHIVED,0
A4888AB72FD5F8F8E994EB064DE208FF5A8AB1C1_1717375518,2024-06-03 00:45:18+00:00,LOOSE LIVESTOCK,30.040072,-97.65756,18597-19880 Camino Real,ARCHIVED,0
72A13254FD4075AFC60CBC5A7AD2A70066999FEF_1717376094,2024-06-03 00:54:54+00:00,Traffic Hazard,30.288762,-97.722771,3105 N IH 35 SVRD NB,ARCHIVED,0
952B1D3C000DD8B840AD03461F71C71A0CB83086_1717377809,2024-06-03 01:23:29+00:00,Stalled Vehicle,30.211224,-97.824628,3200 W William Cannon Dr,ARCHIVED,1
3AF9CF6CDBCE292B85988DA6C32CC42975B33C86_1717378036,2024-06-03 01:27:16+00:00,VEHICLE FIRE,30.334115,-97.607895,9751-9785 E Us 290 Hwy Svrd Eb,ARCHIVED,1
FBD5C4E21F715AE152ACDD465B3E5BCF3077D0FD_1717378066,2024-06-03 01:27:46+00:00,Traffic Hazard,30.228014,-97.776186,800-1134 W Ben White Blvd Svrd Wb,ARCHIVED,1
D7C9518A46A3CADCE5D9DDD36D2A64EF6C30A0B8_1717378700,2024-06-03 01:38:20+00:00,Crash Urgent,30.257132,-97.72461,98 Chicon St,ARCHIVED,1
9185AC5453C7C4EF45A8DF15BF471DFBBCF628DA_1717379290,2024-06-03 01:48:10+00:00,Crash Urgent,30.193169,-97.738909,NUCKOLS CROSSING RD / E STASSNEY LN,ARCHIVED,1
A7DDD391B75EBF78821C49F97DEC245D2F39D816_1717379515,2024-06-03 01:51:55+00:00,Crash Urgent,30.172234,-97.824301,10001-10231 Menchaca Rd,ARCHIVED,1
925A56FF63FA5B4BC5FCB03B000B740BA3D8015E_1717379587,2024-06-03 01:53:07+00:00,LOOSE LIVESTOCK,30.122022,-97.777969,11642-12426 BRADSHAW RD,ARCHIVED,1
C46908D2D41F34D665E249864E018BADD8BE32FD_1717380988,2024-06-03 02:16:28+00:00,Crash Urgent,30.475139,-97.793989,LAKELINE MALL DR / NORTH LAKE CREEK PKWY,ARCHIVED,2
5F5A68E72217CE4C8A341A1B3BCDB5EDFA8411F4_1717381133,2024-06-03 02:18:53+00:00,Crash Service,30.2768,-97.720549,E 16th St / Chicon St,ARCHIVED,2
3B8BE1DDB4D49FC85D469A4AE81BA0D8FEC52157_1717381774,2024-06-03 02:29:34+00:00,Crash Urgent,30.297205,-97.643325,7902 Aries Ln,ARCHIVED,2
41048BC3417903D2A6B8E3FE2F13D267E25AE256_1717382503,2024-06-03 02:41:43+00:00,TRFC HAZD/ DEBRIS,30.313081,-97.881439,Fm 2244 Rd / Patterson Rd,ARCHIVED,2
7C8D848F32FA1C53815556EE08AA8EE5994C5A51_1717382848,2024-06-03 02:47:28+00:00,Crash Urgent,30.391302,-97.72176,10700-10741 Burnet Rd,ARCHIVED,2
9492DFA1E0A89D7E4FAB574112C048FAF6EF87B3_1717383999,2024-06-03 03:06:39+00:00,Traffic Hazard,30.362782,-97.79536,5851-6125 Fm 2222 Rd,ARCHIVED,3
9E0A916215D99196F44821DFC348C2843EE5B5A7_1717384003,2024-06-03 03:06:43+00:00,Crash Urgent,30.203811,-97.881695,6200-6213 Carrington Dr,ARCHIVED,3
C718AA30A6FF882B7087CE4F1567E335EA77186E_1717384621,2024-06-03 03:17:01+00:00,Stalled Vehicle,30.22688,-97.769241,S 1st St / W Ben White Blvd Svrd Wb,ARCHIVED,3
D05785002742A30502DDE3731B28883334E46040_1717385216,2024-06-03 03:26:56+00:00,Traffic Hazard,30.315117,-97.721742,E 51st St / Avenue G,ARCHIVED,3
